vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:28:48,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:28:49,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:28:51,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:28:52,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:28:53,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:28:54,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:28:55,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:28:56,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:28:57,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:28:58,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:28:59,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:00,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:01,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:02,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:03,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:04,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:05,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:06,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:07,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:08,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:09,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:10,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:11,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:12,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:13,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:14,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:15,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:16,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:17,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:18,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:19,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:20,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:21,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:22,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:23,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:24,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:25,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:26,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:27,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:28,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:29,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:30,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:31,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:32,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:33,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:34,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:35,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:37,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:38,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:39,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:40,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:41,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:42,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:43,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:44,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:45,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:46,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:47,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:48,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:49,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:50,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:51,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:52,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:53,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:54,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:55,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:56,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:57,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:58,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:29:59,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:00,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:01,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:02,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:03,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:04,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:05,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:06,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:07,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:08,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:09,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:10,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:11,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:12,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:13,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:14,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:15,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:16,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:17,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:18,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:19,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:20,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:21,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:22,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:23,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:24,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:25,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:26,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:27,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:28,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:29,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:30,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:31,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:32,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:33,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:34,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:35,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:36,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:37,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:38,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:39,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:40,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:41,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:42,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:43,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:44,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:45,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:46,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:47,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:48,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:49,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:50,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:51,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:52,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:53,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:54,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:55,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:56,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:57,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:58,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:30:59,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:00,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:01,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:02,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:03,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:04,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:05,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:06,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:07,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:08,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:09,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:10,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:11,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:12,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:13,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:14,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:15,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:16,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:17,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:18,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:19,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:20,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:21,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:22,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:23,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:24,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:25,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:26,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:27,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:28,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:29,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:30,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:32,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:33,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:34,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:35,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:36,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:37,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:38,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:39,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:40,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:41,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:42,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:43,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:44,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:45,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:46,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:47,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:48,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:49,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:50,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:51,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:52,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:53,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:54,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:55,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:56,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:57,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:58,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:31:59,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:00,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:01,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:02,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:03,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:04,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:05,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:06,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:07,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:08,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:09,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:10,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:11,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:12,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:13,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:14,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:15,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:16,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:17,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:18,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:19,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:20,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:21,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:22,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:23,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:24,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:25,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:26,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:27,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:28,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:29,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:30,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:31,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:32,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:33,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:34,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:35,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:36,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:37,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:38,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:39,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:40,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:41,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:42,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:43,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:44,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:45,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:46,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:47,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:48,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:49,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:50,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:51,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:52,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:53,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:54,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:55,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:56,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:58,0,214
AD00149,AAA9102149,0,113.933931,27.8277,1,0,0,0,0,2018-09-12 05:32:59,0,214
